UserID,Gender,Age,Occupation,Zipcode
280,0,50,7,19118
281,1,35,0,94117
282,0,25,17,94401
283,0,25,0,10003
284,0,25,12,91910
285,1,35,0,94109
286,0,25,1,54601
287,0,50,13,94706
288,1,25,12,97119
289,1,25,0,11801
290,1,25,20,94591
291,0,35,12,55110
292,0,35,7,19406
293,0,56,1,55337-4056
294,1,45,9,43147
295,0,18,0,80203
296,0,50,5,89432
297,0,18,2,97211
298,1,18,4,19010
299,0,25,12,97370
300,0,25,7,78664
301,0,18,4,61820
302,0,18,4,4901
303,0,25,7,20006
304,0,25,0,55414
305,1,18,0,55414
306,0,18,0,53051
307,0,50,16,90027
308,0,25,2,10025
309,0,25,4,16801
310,1,18,4,31207
311,0,18,4,31201
312,1,50,2,22207
313,1,18,4,2138
314,1,56,9,46911
315,1,56,1,55105
316,0,56,13,90740
317,0,35,7,38555
318,1,56,13,55104
319,1,50,6,33436
320,0,35,6,99516
321,0,18,4,55128
322,0,56,17,55117
323,0,45,12,53716
324,0,35,17,55106
325,1,50,3,55112
326,0,50,11,25302
327,0,35,18,55448
328,0,35,12,80401
329,0,35,7,2115
330,0,56,7,92065
331,0,25,7,55902
332,0,50,1,55109
333,0,35,2,55410
334,1,56,2,55113
335,0,35,18,55434
336,0,18,0,98765
337,0,18,19,80205
338,0,35,7,55116
339,0,50,7,80207
340,1,25,3,28001
341,1,56,13,92119
342,0,18,12,55076
343,1,35,3,55127
344,0,35,14,75034
345,0,25,12,94114
346,1,25,0,55110
347,1,56,1,55305
348,0,50,7,55110
349,0,1,10,8035
350,0,45,20,8035
351,0,18,4,55105
352,0,18,4,60115
353,1,35,7,92625
354,0,35,1,55117
355,0,18,3,55107
356,0,56,20,55101
357,0,18,0,98103
358,1,56,1,20815
359,0,25,17,55128
360,0,35,17,28208
361,1,25,14,94115
362,0,35,20,55407
363,0,18,10,55419
364,1,35,1,46815
365,1,18,4,2138
366,0,50,15,55126
367,0,50,12,55421
368,0,25,0,90293
369,0,35,1,55110
370,0,18,17,22304
371,0,18,4,2141
372,1,18,4,72227
373,1,25,2,55347
374,1,35,14,55346
375,0,25,2,55106
376,0,35,1,80026
377,0,25,17,55418
378,1,18,0,55105
379,1,35,1,54822
380,0,25,2,92024
381,0,35,17,89015
382,1,35,20,66205
383,1,25,7,78757
384,0,25,11,55075
385,0,25,6,68131
386,0,25,0,55408
387,1,35,7,55111
388,1,25,0,10021
389,0,25,6,68128
390,0,25,4,55405
391,0,45,11,22122
392,0,18,7,20037
393,0,35,17,55402
394,0,18,0,55013
395,0,18,5,55104
396,0,25,1,56187
397,0,35,17,22124
398,0,25,17,55454
399,1,35,6,55128
400,1,18,3,55422
401,0,18,0,55129
402,0,25,11,55427
403,0,18,4,2138
404,0,18,4,10128
405,0,56,1,13077
406,0,25,20,55105
407,0,18,17,89503
408,0,25,11,2143
409,0,18,12,55122
410,1,25,1,55417
411,1,45,1,43214
412,0,35,15,55117
413,0,25,11,55409
414,0,25,0,55317
415,1,35,0,55406
416,0,45,14,55076
417,1,25,0,50613
418,1,25,3,54016
419,0,18,3,55422
420,0,35,1,55406
421,1,45,3,55125
422,0,56,17,55104
423,0,18,4,55455
424,0,25,17,55112
425,0,25,12,55303
426,0,18,4,55455
427,0,35,12,55104
428,1,18,4,55455
429,0,18,0,54901
430,1,18,10,55306
431,0,18,10,55303
432,0,45,16,55306
433,0,50,6,55115
434,1,45,3,98155
435,0,25,7,55125
436,0,18,4,43023
437,0,35,17,55030
438,0,18,11,53705
439,0,35,14,55129
440,0,56,1,32940
441,0,35,1,55127
442,0,25,1,55105
443,0,25,3,55421
444,0,56,0,55108
445,0,45,12,55117
446,1,50,0,55042
447,1,45,11,55105
448,0,25,17,80123
449,0,25,7,85037
450,0,45,1,24523
451,0,56,13,54720
452,0,50,17,55117
453,0,18,4,55102
454,0,25,20,55092
455,1,35,2,55113
456,0,35,0,55105
457,0,18,4,54703
458,0,50,16,55405-2546
459,1,18,4,55105
460,0,45,18,55313
461,0,50,7,55075
462,0,18,16,55416
463,0,25,7,55105
464,1,18,4,55455
465,0,18,19,94523
466,0,25,5,55405
467,1,35,3,55075
468,1,1,10,55082
469,0,35,6,55122
470,1,1,10,55068
471,0,35,7,8904
472,0,35,0,55418
473,1,18,4,55112
474,0,25,17,92126
475,1,25,2,55421
476,0,35,0,55127
477,0,35,14,55410
478,0,50,16,55113
479,0,25,12,55042
480,1,18,4,55422
481,0,45,7,55115
482,0,25,14,55305
483,0,18,12,55105
484,1,1,10,55104
485,0,56,7,55042
486,0,56,0,91367
487,1,35,17,55082
488,0,25,12,55107
489,0,18,4,55455
490,0,1,10,55345
491,0,18,4,56043
492,0,25,12,55112
493,0,50,7,55016
494,1,35,0,17870
495,0,18,10,55421
496,0,18,4,55455
497,1,25,17,55412
498,0,35,17,55113
499,1,25,1,55108
500,1,18,2,55105
501,0,25,2,55372
502,0,35,6,55126
503,0,35,11,73120
504,0,25,2,17003
505,0,35,17,37815
506,0,25,16,55103-1006
507,1,25,0,55405
508,0,25,12,55418
509,0,25,2,55125
510,0,18,12,55109
511,1,45,4,15232
512,0,35,0,55379
513,0,25,0,55119
514,0,25,2,55113
515,0,25,1,55406
516,1,56,14,55033
517,1,25,14,55408
518,1,35,12,75240
519,1,35,14,55038
520,1,35,20,55104
521,0,56,7,55105
522,0,25,12,55124
523,0,50,7,55105
524,0,18,0,91320
525,0,35,6,19027
526,0,45,17,94806
527,1,25,2,11201
528,1,18,17,83843
529,0,35,12,92009
530,0,25,2,10019
531,1,18,14,22206
532,0,25,7,94301
533,0,25,12,27514
534,0,25,15,55902
535,0,35,6,95370
536,0,25,20,1267
537,0,45,14,7704
538,0,56,16,95407
539,0,25,2,55103
540,0,18,1,15213
541,1,18,4,5849574
542,0,18,4,78705
543,0,25,5,55057
544,0,35,12,94538
545,0,35,17,1890
546,1,25,0,37211
547,0,35,12,76109
548,1,35,16,96860
549,0,25,6,53217
550,0,45,8,21559
551,0,35,20,55116
552,0,50,18,23456
553,0,25,2,94131
554,0,25,12,94086
555,0,18,4,53213
556,1,25,9,37221
557,0,56,1,30030
558,0,35,20,55108
559,1,25,7,60422
560,0,45,15,81335
561,1,18,14,64060
562,0,35,20,48083
563,0,25,4,53703
564,0,45,1,49419
565,0,25,16,45242
566,0,25,17,92122
567,0,35,20,52570-9634
568,1,50,17,19716
569,1,18,4,97339
570,0,25,4,33314
571,0,50,5,95401
572,0,18,4,61801
573,1,35,2,98119
574,0,25,19,90214
575,0,25,12,92130
576,1,45,15,20910
577,0,35,0,2115
578,0,18,17,90064
579,0,25,5,32839
580,0,1,10,8534
581,0,50,14,73543
582,0,18,4,67042
583,1,25,0,48067
584,1,25,0,94403
585,0,18,1,53703
586,0,35,14,53092
587,0,25,20,92649
588,1,25,11,23220
589,0,18,2,90210
590,1,35,6,98032
591,0,25,0,76201
592,0,18,0,92103
593,1,50,1,91711
594,1,56,13,60076
595,0,25,7,10019
596,1,25,1,1950
597,0,35,12,80206
598,0,35,7,95476
599,0,50,6,53711
600,0,35,17,66209
601,1,18,20,6320
602,1,56,6,14612
603,1,25,6,32256
604,0,45,17,32256
605,1,18,4,44425
606,1,1,10,49507
607,0,25,0,43614
608,0,18,4,18011
609,0,25,7,10012
610,0,25,4,77025
611,0,35,0,20715
612,0,50,7,95020
613,0,35,20,10562
614,0,35,1,90024
615,0,50,17,32951
616,0,25,7,94115
617,1,25,7,92117
618,0,25,0,74105
619,1,18,1,94706
620,0,18,0,13210
621,0,18,4,93560
622,0,25,0,92612
623,0,25,17,60555
624,0,25,1,75207
625,1,35,12,44106
626,0,18,4,77005
627,0,50,2,97210
628,1,35,0,20715
629,1,1,10,48154
630,1,35,14,80525
631,0,35,17,28601
632,0,45,17,7649
633,0,25,17,94131
634,1,1,10,49512
635,0,56,17,33785
636,0,18,20,92055
637,0,35,12,97132
638,0,25,6,77584
639,0,45,17,85202
640,0,18,4,47406
641,1,35,0,55116
642,1,35,1,78155
643,0,25,2,23188
644,0,25,20,93704
645,0,35,20,11215
646,0,35,7,8505
647,0,35,12,85224
648,1,25,12,94131
649,0,25,4,80526
650,0,25,17,49445
651,0,35,7,20895
652,0,18,20,12222
653,0,56,13,92660
654,0,50,7,75023
655,1,25,2,92629
656,1,45,16,92106
657,1,50,13,34691
658,1,25,0,10021
659,1,25,0,28134
660,0,45,16,70507
661,0,45,1,13114
662,0,18,4,99163
663,1,25,7,12345
664,0,35,18,74601
665,0,18,2,13317
666,1,18,0,8540
667,0,25,18,98438
668,1,25,3,22042
669,0,25,17,30307
670,0,25,12,30303
671,0,18,4,61761
672,0,35,7,46845
673,0,25,20,10023
674,0,25,17,22042
675,0,25,20,2048
676,0,18,16,55129
677,0,50,2,94122
678,0,25,0,34952
679,0,35,16,29681
680,0,25,12,37013
681,0,35,7,30501
682,0,25,4,27510
683,0,25,4,27514
684,0,25,4,27510
685,0,25,4,27514
686,0,18,4,27514
687,1,25,7,14136
688,0,56,13,13407
689,1,50,0,48103
690,0,25,12,90717
691,0,35,11,96813
692,1,25,0,85207
693,0,35,12,98103
694,0,18,4,76401
695,1,18,1,4240
696,0,25,12,94114
697,1,50,6,97330
698,0,18,4,76401
699,0,18,0,73505
700,0,50,17,14650
701,1,18,4,1002
702,0,35,7,90808
703,1,56,1,44074
704,1,35,8,85712
705,0,25,4,48065
706,0,35,20,78664
707,0,35,7,17740
708,0,25,0,37042
709,0,18,0,92647
710,0,25,20,85207
711,0,25,18,80521
712,0,25,0,95136
713,0,35,7,79912
714,0,18,4,76013
715,0,18,0,53715
716,0,18,4,98188
717,0,25,11,90211
718,0,18,2,90211
719,0,1,0,75070
720,0,18,0,55129
721,1,35,9,97520
722,0,25,12,55106
723,0,25,12,98027
724,0,50,13,90266
725,0,56,11,8904
726,1,25,9,77449
727,0,35,11,94061
728,0,25,6,11598
729,0,35,12,85284
730,0,25,0,10580
731,0,45,3,55410
732,0,25,7,7030
733,0,35,16,30034
734,0,25,7,90078
735,0,25,14,4240
736,0,18,12,7070
737,0,1,19,53711
738,0,18,17,99205
739,0,35,12,55803
740,0,25,14,24551
741,0,25,5,44095
742,0,18,0,54758
743,1,1,2,60660
744,0,25,17,77007
745,0,1,10,90004
746,1,18,19,95019
747,0,18,4,98606
748,0,25,0,60098
749,0,35,18,56303
750,1,35,9,13066
751,1,25,17,97201
752,1,25,3,97401
753,0,1,10,42754
754,0,35,7,38024
755,1,35,0,94002
756,0,35,0,90064
757,0,25,12,97401
758,0,35,7,19518
759,1,56,3,89156
760,0,56,15,94114
761,0,18,7,99945
762,0,1,10,63041
763,0,18,10,2882
764,0,18,20,85296
765,0,25,17,74467
766,1,25,7,95128
767,0,25,12,45241
768,0,25,12,17067
769,0,45,17,2421
770,0,18,4,98499
771,1,50,1,75087
772,0,18,12,89118
773,0,25,6,48108
774,0,18,4,22903
775,0,1,17,56258
776,1,25,3,92627
777,0,18,19,87543
778,0,18,17,32694
779,0,25,0,60156
780,0,25,17,91776
781,0,18,4,95076
782,0,56,1,28223
783,0,25,4,53703
784,0,18,0,11040
785,0,18,19,29307
786,0,25,0,55987
787,0,18,4,77802
788,0,25,0,37601
789,0,18,1,67212
790,0,25,17,45694
791,0,35,7,27511
792,0,25,17,1002
793,1,35,14,37043
794,0,50,20,10543
795,1,35,14,19147
796,0,50,6,98237
797,1,50,7,20175
798,1,25,20,48464
799,1,25,5,98498
800,1,35,12,72032
801,1,25,20,95776
802,0,25,16,22801
803,0,18,4,67217
804,0,25,20,90032
805,0,35,12,37211
806,0,35,0,34990
807,0,18,4,89015
808,0,25,7,85226
809,0,25,17,70508
810,0,25,12,98006
811,0,50,0,94043
812,0,25,6,37930
813,0,18,4,70002
814,1,18,4,92612
815,0,25,4,37130
816,0,45,0,92108
817,0,18,4,41076
818,0,18,4,60107
819,0,35,7,60611
820,0,35,7,78759
821,0,18,2,14456
822,1,25,1,7666
823,0,25,0,92078
824,0,35,12,94530
825,0,56,1,39532
826,1,35,1,80210
827,0,45,2,55409
828,0,18,4,70817
829,0,1,19,53711
830,0,35,7,60657
831,1,45,0,20874
832,0,18,2,19464
833,0,35,7,46825
834,1,35,12,78640
835,0,56,0,94952
836,0,25,11,10023
837,0,56,7,8540
838,0,50,17,92661
839,0,25,0,98103
840,1,25,3,2828
841,1,50,14,92119
842,1,18,0,55102
843,0,25,7,49321
844,0,25,0,92121
845,1,18,0,20009
846,0,25,5,80209
847,1,25,7,80228
848,0,25,15,94121
849,0,25,3,75006
850,0,35,0,60640
851,0,18,4,75287
852,0,25,5,92105
853,0,25,17,55447
854,1,25,16,44092
855,1,18,2,72701
856,1,45,6,2453
857,0,35,17,11701
858,0,35,14,10013
859,0,25,12,10128
860,0,18,0,78237
861,0,25,7,37027
862,0,35,7,10019
863,0,25,7,62522
864,1,25,0,97205
865,0,35,1,91711
866,0,1,10,8820
867,0,45,12,95814
868,0,50,17,01702-7224
869,0,18,20,92026
870,1,25,1,2144
871,0,1,10,76013
872,0,50,1,20815
873,0,56,6,19027
874,0,45,15,26105
875,0,1,10,94707
876,0,25,4,43202
877,0,25,0,90631
878,0,18,2,1720
879,0,45,16,92018
880,0,35,17,94114
881,0,18,14,76401
882,0,18,2,1720
883,1,35,14,92673
884,0,1,10,49454
885,0,35,0,48105
886,1,56,0,14830
887,1,56,16,55345
888,1,1,10,8820
889,0,45,20,10024
890,0,18,4,92153
891,0,25,1,80202
892,0,35,0,76031
893,1,50,6,85016
894,0,18,4,31602
895,0,50,1,34683
896,0,18,15,94015
897,0,25,6,92130
898,0,25,7,77005
899,1,25,1,30605
900,1,56,13,90066
901,1,56,0,92027
902,0,56,0,45432
903,0,56,13,75165
904,0,35,20,92308
905,1,45,12,28655
906,0,1,10,71106
907,1,45,6,92117
908,1,50,1,92103
909,0,45,7,92831
910,1,50,0,98226
911,0,50,0,98226
912,1,35,2,91324
913,0,25,0,20744-6223
914,1,35,9,30338
915,0,25,7,72762
916,1,25,1,92084
917,0,50,6,92117
918,1,45,1,91901
919,1,35,1,92056
920,0,18,4,92173
921,0,25,17,92084
922,0,56,16,48009
923,0,25,7,37212
924,0,50,17,98642
925,1,35,3,48073
926,0,1,10,7869
927,1,25,20,91105
928,1,56,16,98199
929,0,25,15,53706
930,0,25,5,98380
931,1,56,1,6032
932,1,35,6,97838
933,0,45,1,49419
934,1,35,7,97401
935,0,35,14,60538
936,0,18,4,34567
937,0,25,15,60513
938,1,25,1,1060
939,1,25,20,20110-5616
940,0,1,10,76240
941,0,18,20,45387
942,1,50,6,85716
943,1,45,12,8033
944,0,35,0,91505
945,0,45,7,49345
946,0,35,7,48103-8929
947,0,18,0,21015
948,0,56,12,43056
949,0,50,17,96753
950,0,35,7,21044
951,0,45,2,10009
952,0,56,16,97478
953,0,50,20,97030
954,1,25,0,21030
955,1,50,7,94941
956,0,35,1,55104
957,0,35,1,29706
958,0,35,2,48116
959,0,50,11,44622
960,0,1,10,45244
961,0,18,10,10016
962,1,25,1,80020
963,0,25,0,48197
964,0,25,7,94123
965,0,56,7,10954
966,0,56,2,92262
967,1,18,0,43615
968,0,50,12,94530
969,1,25,11,19103
970,0,25,0,27615
971,0,25,12,43615
972,0,45,1,2138
973,1,25,1,80026
974,0,35,19,94930
975,0,35,0,98136
976,0,35,14,89113
977,0,25,2,80110
978,0,18,0,19116
979,0,1,10,48073
980,0,25,6,92014
981,0,25,20,2141
982,1,25,9,92064
983,1,25,16,99224
984,0,50,16,92129
985,0,25,4,32608
986,1,56,0,19004
987,1,35,17,48098
988,0,50,11,48823
989,0,50,0,20706
990,0,18,6,10004
991,1,25,9,48103
992,1,35,3,2780
993,0,25,0,45678
994,0,18,2,92109
995,1,18,4,96803
996,0,25,17,98102
997,0,1,19,15748
998,0,45,20,10019
999,0,25,15,62558
1000,1,25,6,90027
1001,0,25,4,90210
1002,0,50,11,7043
1003,0,25,2,19320
1004,0,25,3,95136
1005,0,35,11,8003
1006,0,18,4,53220
1007,0,50,12,1960
1008,0,35,3,77064
1009,0,50,7,48315
1010,0,25,0,10310
1011,0,25,8,92115
1012,1,35,1,30004
1013,0,56,13,2576
1014,1,45,17,3054
1015,0,35,3,11220
1016,0,56,16,60044
1017,0,35,0,30906
1018,0,18,4,95616
1019,0,35,1,60640
1020,0,18,20,93455
1021,0,35,0,94559
1022,0,25,3,918
1023,0,56,13,92675
1024,1,35,1,74135
1025,0,25,16,34677
1026,1,45,0,19130
1027,0,18,4,77005
1028,1,45,7,3848
1029,0,25,0,20015
1030,0,25,7,97303
1031,0,35,16,19803
1032,0,50,16,19425
1033,0,25,5,60076
1034,1,35,1,82601
1035,0,18,2,15956
1036,0,35,7,28036
1037,0,45,7,2081
1038,1,56,15,20194
1039,1,35,1,2346
1040,0,25,11,76309
1041,0,45,2,94306
1042,0,35,5,92801
1043,1,50,11,87004
1044,0,25,20,72701
1045,1,1,10,77477
1046,0,56,18,53404-1230
1047,0,18,0,62225
1048,0,35,6,75225
1049,0,45,14,95002
1050,0,25,1,97302
1051,1,25,0,60513
1052,1,35,2,75214
1053,0,35,0,18360
1054,0,1,10,75040
1055,0,35,0,91505
1056,0,1,0,48133
1057,0,45,17,73069
1058,0,25,1,97321
1059,1,25,0,97213
1060,0,18,10,11235
1061,0,45,0,46060
1062,0,50,19,59457
1063,0,35,7,50265
1064,0,25,7,91344
1065,1,25,0,94402
1066,0,45,12,2151
1067,0,35,12,94402
1068,1,18,4,77581
1069,0,25,20,98105
1070,1,45,2,20036
1071,0,50,16,13045
1072,1,35,7,7601
1073,1,25,6,72211
1074,0,45,17,48073
1075,1,25,6,60660
1076,1,25,3,27606
1077,0,25,3,60660
1078,1,45,9,95661
1079,0,25,7,98115
1080,0,56,7,8854
1081,0,18,4,68144-2410
1082,0,45,7,48170
1083,0,56,0,27705
1084,0,1,19,3226
1085,0,25,7,34695
1086,0,18,4,98225
1087,0,25,16,8826
1088,1,1,10,98103
1089,0,35,6,37853
1090,0,25,7,94105
1091,0,18,5,345567
1092,1,18,4,49525
1093,0,50,14,60504
1094,1,18,0,92626
1095,1,56,6,8753
1096,0,1,10,80439
1097,0,18,17,92109
1098,0,35,7,94945
1099,0,25,17,77059
1100,0,25,0,60090
1101,0,35,1,6417
1102,0,18,1,55408
1103,1,45,7,60605
1104,0,35,11,10023
1105,0,35,6,48105
1106,0,18,4,90241
1107,1,50,1,2324
1108,0,56,1,93003
1109,0,18,10,45904
1110,1,56,6,77005
1111,1,50,16,44319
1112,0,18,6,19104
1113,0,18,4,97215
1114,1,18,9,75801
1115,1,25,1,60551
1116,0,25,15,92121
1117,0,18,14,10017
1118,0,50,13,2718
1119,0,35,1,90504
1120,0,18,4,95616
1121,0,56,7,78701
1122,0,56,14,2632
1123,0,50,0,91789
1124,0,25,2,60156
1125,1,18,4,53715
1126,0,56,16,13031
1127,0,25,0,11788
1128,0,25,1,72701
1129,0,35,17,22309
1130,0,18,7,60012
1131,0,56,13,12570
1132,0,18,12,98225
1133,0,18,2,90038
1134,0,18,20,19114
1135,0,50,13,98201
1136,1,35,7,90274
1137,0,18,4,13165
1138,0,18,12,12047
1139,0,25,1,93420-2852
1140,1,45,2,73069
1141,1,25,3,84770
1142,0,18,1,43623
1143,0,50,7,94024
1144,0,25,7,94025
1145,0,50,3,92103
1146,1,18,16,80260
1147,0,25,20,98101
1148,0,35,17,92618
1149,0,25,12,98103
1150,1,25,20,75226
1151,0,25,15,46805
1152,0,18,4,30328
1153,0,18,10,33024
1154,1,1,10,53545
1155,0,25,12,90278
1156,1,50,2,33334
1157,0,45,7,30253
1158,1,35,1,98026
1159,0,18,0,48314
1160,0,18,14,7017
1161,0,25,0,10025
1162,1,35,0,97213
1163,0,1,10,70448
1164,1,25,19,90020
1165,0,25,12,45014
1166,0,56,6,94030
1167,1,50,1,55126
1168,1,25,0,94109
1169,0,25,20,94402
1170,0,56,3,10023
1171,0,45,12,94114
1172,1,25,0,61801
1173,1,25,7,10019
1174,1,18,16,91780
1175,1,25,2,90020
1176,0,56,1,44256
1177,1,25,17,1453
1178,0,56,0,48186
1179,0,50,1,91030
1180,1,50,20,95503
1181,0,35,7,20716
1182,0,1,10,91326
1183,0,35,19,94598
1184,1,25,4,92354
1185,1,35,1,97374
1186,0,18,19,98502
1187,1,1,0,90210
1188,0,45,7,72212
1189,0,25,0,85712
1190,0,45,0,98031
1191,1,35,0,98117
1192,0,50,16,98103
1193,0,25,12,90712
1194,1,25,1,95617
1195,1,1,10,13907
1196,1,18,14,22203
1197,0,35,1,44077
1198,0,1,10,49544
1199,0,50,13,77459
1200,0,1,0,97222
1201,0,18,4,84112-2004
1202,0,35,12,97006
1203,1,25,1,6417
1204,0,25,7,95076
1205,1,56,0,46814
1206,1,50,7,33764
1207,0,50,0,43617
1208,0,25,0,12590
1209,0,35,7,94127
1210,0,25,17,27519
1211,0,18,4,10027
1212,1,50,1,60089
1213,0,50,0,91505
1214,0,56,13,94558
1215,0,35,17,23602
1216,0,25,2,90292
1217,0,25,12,94118
1218,0,56,15,13207
1219,0,25,7,12206
1220,0,1,10,48073
1221,0,18,0,19134
1222,0,35,0,52162
1223,0,25,2,60102
1224,0,50,13,2125
1225,0,45,7,61081
1226,0,18,20,7087
1227,0,50,1,90027
1228,0,25,1,94720
1229,1,25,4,48219
1230,0,25,11,95125
1231,0,25,12,60515
1232,1,18,4,43235
1233,1,45,20,94519
1234,0,18,4,91006
1235,1,25,7,94043
1236,1,25,1,48316
1237,0,18,4,32720
1238,1,35,20,11215
1239,1,25,20,50111
1240,1,18,14,2144
1241,0,1,10,11803
1242,1,35,0,10014
